Timestamp;Value;Type
4:05:00 PM.167;--------------------\r\n;received
4:05:01 PM.175;Distance: 59 cm\r\n;received
4:05:01 PM.191;LED1 (Green 1): ON\r\n;received
4:05:01 PM.207;LED2 (Green 2): OFF\r\n;received
4:05:01 PM.239;LED3 (Yellow): OFF\r\n;received
4:05:01 PM.254;LED4 (Red 1): OFF\r\n;received
4:05:01 PM.270;LED5 (Red 2): OFF\r\n;received
4:05:01 PM.287;--------------------\r\n;received
4:05:02 PM.294;Distance: 59 cm\r\n;received
4:05:02 PM.327;LED1 (Green 1): ON\r\n;received
4:05:02 PM.343;LED2 (Green 2): OFF\r\n;received
4:05:02 PM.359;LED3 (Yellow): OFF\r\n;received
4:05:02 PM.391;LED4 (Red 1): OFF\r\n;received
4:05:02 PM.407;LED5 (Red 2): OFF\r\n;received
4:05:02 PM.423;--------------------\r\n;received
4:05:03 PM.431;Distance: 61 cm\r\n;received
4:05:03 PM.447;LED1 (Green 1): ON\r\n;received
4:05:03 PM.478;LED2 (Green 2): OFF\r\n;received
4:05:03 PM.494;LED3 (Yellow): OFF\r\n;received
4:05:03 PM.510;LED4 (Red 1): OFF\r\n;received
4:05:03 PM.543;LED5 (Red 2): OFF\r\n;received
4:05:03 PM.558;--------------------\r\n;received
4:05:04 PM.567;Distance: 0 cm\r\n;received
4:05:04 PM.599;LED1 (Green 1): OFF\r\n;received
4:05:04 PM.615;LED2 (Green 2): OFF\r\n;received
4:05:04 PM.631;LED3 (Yellow): OFF\r\n;received
4:05:04 PM.646;LED4 (Red 1): OFF\r\n;received
4:05:04 PM.679;LED5 (Red 2): ON\r\n;received
4:05:04 PM.695;--------------------\r\n;received
4:05:05 PM.702;Distance: 45 cm\r\n;received
4:05:05 PM.718;LED1 (Green 1): ON\r\n;received
4:05:05 PM.751;LED2 (Green 2): OFF\r\n;received
4:05:05 PM.767;LED3 (Yellow): OFF\r\n;received
4:05:05 PM.783;LED4 (Red 1): OFF\r\n;received
4:05:05 PM.798;LED5 (Red 2): OFF\r\n;received
4:05:05 PM.831;--------------------\r\n;received
4:05:06 PM.839;Distance: 39 cm\r\n;received
4:05:06 PM.855;LED1 (Green 1): OFF\r\n;received
4:05:06 PM.870;LED2 (Green 2): ON\r\n;received
4:05:06 PM.887;LED3 (Yellow): OFF\r\n;received
4:05:06 PM.918;LED4 (Red 1): OFF\r\n;received
4:05:06 PM.934;LED5 (Red 2): OFF\r\n;received
4:05:06 PM.951;--------------------\r\n;received
4:05:07 PM.959;Distance: 39 cm\r\n;received
4:05:07 PM.990;LED1 (Green 1): OFF\r\n;received
4:05:08 PM.6;LED2 (Green 2): ON\r\n;received
4:05:08 PM.22;LED3 (Yellow): OFF\r\n;received
4:05:08 PM.39;LED4 (Red 1): OFF\r\n;received
4:05:08 PM.71;LED5 (Red 2): OFF\r\n;received
4:05:08 PM.88;--------------------\r\n;received
4:05:09 PM.96;Distance: 38 cm\r\n;received
4:05:09 PM.111;LED1 (Green 1): OFF\r\n;received
4:05:09 PM.126;LED2 (Green 2): ON\r\n;received
4:05:09 PM.158;LED3 (Yellow): OFF\r\n;received
4:05:09 PM.175;LED4 (Red 1): OFF\r\n;received
4:05:09 PM.191;LED5 (Red 2): OFF\r\n;received
4:05:09 PM.223;--------------------\r\n;received
4:05:10 PM.215;Distance: 39 cm\r\n;received
4:05:10 PM.246;LED1 (Green 1): OFF\r\n;received
4:05:10 PM.263;LED2 (Green 2): ON\r\n;received
4:05:10 PM.279;LED3 (Yellow): OFF\r\n;received
4:05:10 PM.295;LED4 (Red 1): OFF\r\n;received
4:05:10 PM.326;LED5 (Red 2): OFF\r\n;received
4:05:10 PM.343;--------------------\r\n;received
4:05:11 PM.350;Distance: 0 cm\r\n;received
4:05:11 PM.383;LED1 (Green 1): OFF\r\n;received
4:05:11 PM.399;LED2 (Green 2): OFF\r\n;received
4:05:11 PM.431;LED3 (Yellow): OFF\r\n;received
4:05:11 PM.446;LED4 (Red 1): OFF\r\n;received
4:05:11 PM.462;LED5 (Red 2): ON\r\n;received
4:05:11 PM.478;--------------------\r\n;received
4:05:12 PM.503;Distance: 0 cm\r\n;received
4:05:12 PM.519;LED1 (Green 1): OFF\r\n;received
4:05:12 PM.535;LED2 (Green 2): OFF\r\n;received
4:05:12 PM.566;LED3 (Yellow): OFF\r\n;received
4:05:12 PM.582;LED4 (Red 1): OFF\r\n;received
4:05:12 PM.598;LED5 (Red 2): ON\r\n;received
4:05:12 PM.631;--------------------\r\n;received
4:05:13 PM.639;Distance: 0 cm\r\n;received
4:05:13 PM.655;LED1 (Green 1): OFF\r\n;received
4:05:13 PM.671;LED2 (Green 2): OFF\r\n;received
4:05:13 PM.703;LED3 (Yellow): OFF\r\n;received
4:05:13 PM.719;LED4 (Red 1): OFF\r\n;received
4:05:13 PM.734;LED5 (Red 2): ON\r\n;received
4:05:13 PM.750;--------------------\r\n;received
4:05:14 PM.774;Distance: 0 cm\r\n;received
4:05:14 PM.791;LED1 (Green 1): OFF\r\n;received
4:05:14 PM.807;LED2 (Green 2): OFF\r\n;received
4:05:14 PM.838;LED3 (Yellow): OFF\r\n;received
4:05:14 PM.854;LED4 (Red 1): OFF\r\n;received
4:05:14 PM.871;LED5 (Red 2): ON\r\n;received
4:05:14 PM.903;--------------------\r\n;received
4:05:15 PM.911;Distance: 0 cm\r\n;received
4:05:15 PM.926;LED1 (Green 1): OFF\r\n;received
4:05:15 PM.958;LED2 (Green 2): OFF\r\n;received
4:05:15 PM.974;LED3 (Yellow): OFF\r\n;received
4:05:15 PM.991;LED4 (Red 1): OFF\r\n;received
4:05:16 PM.23;LED5 (Red 2): ON\r\n;received
4:05:16 PM.23;---------------;received
